GeneCluster	X1	X2	p.value
HIST1H2AH	2	0.117	1.27	0.0286582866163264
PRSS16	2	-0.064	0.507	0.0207415058684626
POM121L2	2	-0.052	1.123	0.0323276785988639
ZNF391	2	-0.414	2.85	1.71659076372123e-09
HIST1H2AJ	2	0.118	1.06	0.0375426801977642
HIST1H2BL	2	0.33	3.82	0.00262392814422178
HIST1H4J	2	-0.323	0.572	0.000610176127284014
HIST1H2AK	2	0.206	2.222	0.00156635099335532
ZNF165	2	-0.051	1.06	3.62806848689092e-05
ZSCAN12P1	2	-0.177	3.204	0.000100672828977523
ZSCAN16	2	0.011	0.564	0.0392732585840173
ZKSCAN8	2	-0.007	2.001	2.76088721003177e-05
ZNF192P1	2	-0.17	0.674	0.00410255133282051
ZSCAN9	2	-0.243	2.451	3.68477637258874e-12
ZKSCAN4	2	0.402	2.632	9.98188713523951e-05
PGBD1	2	-0.222	1.787	2.13608985666716e-08
ZSCAN31	2	-0.137	2.346	1.38301940242027e-06
ZKSCAN3	2	0.373	2.838	5.24839433277597e-05
ZSCAN12	2	-0.253	2.164	1.1634156451953e-06
ZSCAN23	2	-0.273	1.373	0.000148977896129621
TRIM27	2	0.809	4.04	8.10184362425413e-07
ZNF311	2	-0.149	2.289	8.7264058114708e-09
UBD	1	0.203	-0.376	0.00304049174136919
ZNRD1	2	0.141	1.675	0.000125188952187857
PPP1R11	2	0.177	1.681	6.02994965277858e-05
TRIM31	2	-0.253	0.239	0.0495593822027763
TRIM26	2	0.375	1.666	0.00150859983615885
HCG18	2	0.305	1.843	0.000176707180113762
RPP21	2	-0.104	0.869	0.000103120892117103
TRIM39	2	0.271	4.405	1.61363654318956e-10
GNL1	2	0.212	1.878	2.74482417151103e-05
PRR3	2	0.206	1.338	0.00627660194984346
ABCF1	2	0.66	2.265	0.000140054231516592
PPP1R10	1	0.52	-0.128	0.0129626604598872
ATAT1	2	-0.072	3.88	5.68332086498252e-12
DHX16	2	0.488	3.698	1.35663018520301e-07
MDC1	2	0.052	1.704	1.22206586906219e-07
TUBB	2	0.123	1.9	2.66532081559088e-06
FLOT1	2	0.134	1.685	2.18293854167284e-06
DDR1	2	-0.219	1.273	1.35921261250327e-05
GTF2H4	2	-0.155	2.746	1.11688850280595e-14
SFTA2	2	-0.012	1.437	0.00250188768920993
CCHCR1	2	0.011	2.132	8.71276563284370e-09
TCF19	2	-0.039	1.237	9.9018661169044e-08
ABHD16A	1	0.692	-0.223	0.000521376344635281
AGPAT1	2	0.033	1.672	1.22538277876462e-06
AIF1	1	0.171	-0.511	0.000338083355434521
APOM	2	-0.376	1.269	5.1243155390454e-10
ATF6B	2	0.248	3.066	2.70110678291546e-08
BAG6	2	0.088	1.541	6.90571649958862e-05
C2	1	0.255	-0.789	6.70217698183801e-07
C4A	1	0.134	-0.87	6.15065293796302e-08
CFB	1	-0.02	-0.478	0.0388162103482366
CSNK2B	2	-0.061	1.778	1.16426718341415e-07
DDAH2	2	-0.209	0.799	9.19202077604722e-05
DDX39B	2	0.075	2.754	2.79489561677061e-10
EGFL8	2	0.119	2.59	1.07693466944697e-05
EHMT2	2	0.099	2.156	6.39083515146839e-06
FKBPL	2	0.363	1.359	0.0097610121446424
GPANK1	2	0.148	2.091	3.3023187176588e-06
HCP5	1	0.268	-0.821	1.99152417980556e-07
HSPA1A	2	-0.002	0.373	0.043320522612772
HSPA1B	2	-0.014	0.456	0.0200116338073001
HSPA1L	2	-0.109	3.472	2.35533855784939e-13
LSM2	2	0.052	2.312	1.38225729050715e-07
LST1	1	0.121	-0.54	0.000521134782764888
LTA	1	0.202	-0.431	0.00674760818569788
LTB	1	0.19	-0.336	0.0477271799215204
LY6G5B	2	-0.162	0.726	0.00178811068479013
LY6G5C	2	-0.378	1.954	1.56897389943966e-12
MSH5	2	0.016	1.033	0.00176654664458731
NELFE	2	0.178	1.944	1.23883016322615e-06
NEU1	2	0.409	3.031	1.8050046981883e-05
NFKBIL1	2	-0.153	0.68	7.90962202480565e-05
PBX2	2	0.404	4.329	7.17879218283225e-09
PPT2	2	0.528	3.114	2.41151726527738e-05
PRRC2A	2	-0.033	1.757	1.73963573830047e-07
PRRT1	2	-0.138	0.325	0.0111466963464129
PSMB8	1	0.19	-0.747	3.71781195043374e-06
PSMB9	1	0.155	-0.512	0.000366163823780721
RNF5	2	0.09	1.94	8.63943563058651e-07
SAPCD1	2	-0.155	0.274	0.0445914987087187
TAP1	1	0.291	-0.59	1.20332233469068e-05
TAP2	1	0.261	-0.313	0.00710023858799506
TNF	1	0.142	-0.414	0.00367599879606495
TNXB	2	-0.291	0.521	5.71202669621681e-05
VARS	2	0.178	1.44	0.000308630673348904
ZBTB12	2	0.06	4.155	8.0700906436181e-11
BRD2	2	0.516	3.269	1.21368611851084e-06
RXRB	2	-0.017	3.892	2.33574276571404e-12
HSD17B8	2	-0.036	4.059	1.34807436156168e-09
SLC39A7	2	0.627	1.649	0.0123015081370749
RING1	2	0.149	3.121	6.68946291426835e-09
VPS52	2	0.755	2.365	0.00158981930359007
RPS18	2	-0.167	1.791	9.93371827580665e-10
WDR46	2	0.3	2.73	1.13388090774395e-06
RGL2	2	-0.075	3.172	3.22635607357508e-11
DAXX	2	0.12	4.009	4.41420682987321e-14
ZBTB22	2	0.554	3.064	7.74670180961918e-06
CUTA	2	-0.137	1.695	7.72719789601227e-08
PHF1	2	-0.359	1.642	9.94406488974432e-09
SYNGAP1	2	-0.024	1.114	0.00165719733845238
ZBTB9	2	0.216	3.054	1.01477605714101e-08
GGNBP1	2	0.015	0.807	0.0379149524101062
LINC00336	1	0.065	-0.389	0.0245934763107424
LEMD2	2	0.256	2.311	5.91474548930916e-07
HMGA1	2	0.114	0.946	0.00801524037736051
RPS10	2	-0.209	1.907	1.19537485296982e-12
SPDEF	2	-0.118	1.689	0.00742158445529937
ANKS1A	2	0.264	1.796	1.82218877221639e-05
SNRPC	2	0.485	1.507	0.00349710632047731
TAF11	2	0.358	2.183	7.15248943904723e-05
ZNF76	2	0.207	1.167	0.00332301682825886
PPARD	2	-0.053	1.448	1.06590378622582e-07
FANCE	2	-0.177	1.791	6.93355002326391e-11
RPL10A	2	-0.272	1.801	1.37143576265306e-12
TEAD3	2	-0.197	2.143	1.00762965217135e-09
FKBP5	1	-0.017	-0.784	0.000122036761839039
MAPK13	2	-0.247	0.333	0.007758427765958
BRPF3	2	0.249	2.299	3.89644744273476e-06
ETV7	1	0.11	-0.44	0.0054063538489557
PXT1	1	0.175	-0.559	0.000183345775883156
KCTD20	2	0.45	1.297	0.0204226825246561
CDKN1A	1	0.054	-0.59	0.00960552718895464
PPIL1	2	0.835	2.219	0.00638084353252623
MTCH1	2	0.151	1.381	0.000178830451082702
PIM1	2	-0.202	0.804	0.000102769165487752
TMEM217	2	-0.111	1.207	9.6019658227167e-08
TBC1D22B	2	0.247	4.521	2.43044310254808e-13
RNF8	2	0.077	2.546	1.40708258381041e-06
MDGA1	1	0.294	-0.643	1.9083137010311e-05
ZFAND3	2	0.458	3.318	2.01642579253668e-08
GLO1	2	0.409	2.331	8.51036276805531e-05
SAYSD1	2	0.611	1.696	0.00869637392111714
KIF6	2	-0.396	1.338	1.45425091970768e-05
DAAM2	2	-0.065	1.145	0.00373557625422804
MOCS1	2	-0.195	0.877	5.53126351504503e-05
OARD1	2	-0.138	2.342	9.01157460854782e-11
UNC5CL	2	-0.276	1.903	0.000355854762296305
APOBEC2	2	-0.105	0.547	0.0102983464031493
FOXP4	2	-0.12	1.29	3.60359143918482e-06
MDFI	1	0.261	-0.33	0.00600640321225269
FRS3	2	-0.004	1.742	1.178310020227e-07
TOMM6	2	0.258	2.165	7.50875222403403e-07
MED20	2	0.475	4.325	1.41919148781688e-06
BYSL	2	0.535	2.064	0.000443040398977712
CCND3	2	-0.153	0.868	0.000196450669962991
TAF8	2	0.603	1.717	0.0203315634476474
TBCC	2	0.572	1.708	0.0218400330836517
GLTSCR1L	2	0.136	1.159	0.00236209448531604
CNPY3	2	0.25	2.356	1.15414165740945e-05
PEX6	2	-0.096	0.69	0.0041862020804418
PPP2R5D	2	0.287	1.986	9.50338776253131e-05
MEA1	2	0.43	1.349	0.00779014614545287
KLHDC3	2	-0.014	1.521	2.88800888470108e-08
CUL7	2	0.228	1.925	4.54107633422187e-05
KLC4	2	0.081	2.987	2.35137228719724e-08
MRPL2	2	0.205	0.88	0.0188767563717292
PTK7	2	0.492	2.099	0.00128487447385019
SRF	2	0.154	2.558	2.28835426711437e-07
CUL9	2	-0.116	1.024	1.02862549942537e-07
TJAP1	2	0.359	3.23	5.23820096459217e-08
YIPF3	2	0.331	1.397	0.00270306829110328
POLH	2	0.268	2.563	3.63040697666185e-05
GTPBP2	2	0.569	1.794	0.00668747671354573
MRPS18A	2	0.285	0.888	0.0448921592777925
CAPN11	1	0.506	-0.169	0.0106629729680702
SLC29A1	2	-0.086	0.945	5.59297459869912e-05
HSP90AB1	2	0.077	2.819	1.98576743976821e-07
NFKBIE	2	0.186	0.861	0.018721171156037
TCTE1	2	-0.211	1.01	0.00261085793615876
AARS2	2	0.211	2.049	2.68931982154839e-06
SPATS1	2	-0.284	0.28	0.0226493373309408
SUPT3H	2	-0.222	2.051	1.351095864562e-08
RUNX2	1	0.341	-0.382	0.00150327276523405
ENPP4	1	-0.015	-0.374	0.0466216231445316
CYP39A1	2	-0.273	0.374	0.0207390643669701
SLC25A27	2	-0.28	0.439	0.0038093236239876
TDRD6	2	-0.254	0.273	0.00724156006776145
MEP1A	1	0.091	-0.28	0.0412982305427086
TNFRSF21	1	0.318	-0.624	1.11580400700708e-06
OPN5	1	0.112	-0.356	0.00960735961214591
PTCHD4	1	0.247	-0.332	0.00709361028645466
PGK2	1	0.145	-0.254	0.0414700856486369
TRAM2	1	0.79	0.148	0.0383054585025881
TMEM14A	2	-0.122	1.13	0.000569350995971055
GSTA3	2	-0.422	0.426	5.77095711952359e-06
ICK	2	-0.001	0.901	0.00599512097850654
KLHL31	2	-0.215	0.745	0.0108435960442559
MLIP	2	-0.423	1.163	3.6278290819883e-07
DST	2	-0.097	0.753	0.00901684151690875
ZNF451	1	0.58	-0.193	0.00311071675502085
BAG2	1	0.777	-0.562	2.60211187471847e-07
RAB23	1	0.463	-0.279	0.00137353022086432
PTP4A1	2	-0.351	0.235	0.0168544588176801
LINC00472	2	-0.501	0.169	0.000644514528367878
KCNQ5	2	-0.441	0.255	0.00456191729294485
MB21D1	1	0.317	-0.541	8.36567153756151e-06
EEF1A1	2	-0.677	0.411	3.99796336712863e-07
SLC17A5	1	0.324	-0.427	0.000300942788168081
CD109	1	0.449	-0.304	0.00176436564291446
COL12A1	1	0.186	-0.218	0.0275632312740029
COX7A2	1	0.097	-0.609	0.00334329992736128
FILIP1	1	0.544	-0.334	0.000479747372023935
IRAK1BP1	2	-0.603	0.214	8.42883884512639e-05
HMGN3	2	-0.657	0.085	0.00345358721135898
TTK	1	0.238	-0.261	0.0219955575822067
BCKDHB	2	-0.501	0.04	0.0107120205841726
UBE3D	2	-0.686	0.086	0.00119699147054983
ME1	1	0.312	-0.486	1.62669577156941e-05
RIPPLY2	2	-0.27	0.212	0.0168414431026064
MRAP2	2	-0.524	0.253	2.47207035740286e-05
NT5E	1	0.276	-0.385	0.000420834588731085
SNX14	1	0.079	-0.497	0.00476829360839386
SYNCRIP	1	0.023	-0.477	0.0298521200974956
SNHG5	2	-0.386	0.116	0.0188487090348148
SLC35A1	1	0.088	-0.455	0.00812152130385279
RARS2	1	0.017	-0.559	0.0121130009648902
AKIRIN2	2	-1.04	0.431	0.000106879566548226
CNR1	1	0.099	-0.455	0.00302928610756843
PNRC1	2	-0.866	0.253	0.00155402406898916
PM20D2	2	-0.383	0.087	0.0303674307244582
UFL1	1	-0.009	-0.416	0.0475811469376266
GPR63	1	0.382	-0.496	1.4544494081983e-06
KLHL32	2	-0.318	0.061	0.040576507009389
FBXL4	2	-0.523	-0.01	0.018701709535587
FAXC	2	-0.539	0.262	7.88790093748106e-05
COQ3	2	-0.604	-0.033	0.00981215656348106
ASCC3	1	0.055	-0.442	0.0221487523453835
BVES	1	-0.048	-0.486	0.0365390052669532
POPDC3	2	-0.747	0.342	1.96663578577133e-06
PRDM1	1	0.221	-0.35	0.00199594913521652
QRSL1	2	-0.628	-0.104	0.0468789199733906
BEND3	2	-0.503	0.465	3.3982907491781e-06
SOBP	2	-0.652	0.588	4.24179623468382e-09
SCML4	1	0.165	-0.274	0.0261109166893956
SEC63	1	0.255	-0.676	5.05105729996476e-05
SNX3	2	-0.952	-0.087	0.00625676789907143
FOXO3	2	-0.884	0.418	2.82564948683832e-06
SESN1	2	-0.507	0.03	0.0145211741717634
PPIL6	2	-0.568	0.033	0.00619594976783235
WASF1	2	-0.577	0.248	0.00133082464869274
CDC40	1	-0.013	-0.477	0.0315581024857995
GTF3C6	1	-0.021	-0.658	0.00666327778806858
SLC16A10	2	-0.663	0.289	1.52509762323118e-06
REV3L	1	0.078	-0.561	0.00218173076435209
FYN	2	-0.991	0.333	1.74555651622334e-05
TUBE1	1	-0.063	-0.527	0.0253591046197204
FAM229B	2	-0.714	0.008	0.00388929603261174
LAMA4	2	-0.586	0.33	1.32575402735093e-05
MARCKS	2	-0.651	0.398	1.53410982567697e-07
FRK	2	-0.558	0.196	0.000942420631688703
DSE	2	-0.301	0.156	0.0280113551574327
TSPYL1	2	-0.509	0.019	0.0313672422567913
FAM26F	1	0.517	-0.387	0.000454976252048605
FAM162B	1	0.555	-0.058	0.0277345889256221
VGLL2	1	0.301	-0.333	0.00197882363189031
DCBLD1	1	0.175	-0.598	0.000257145330223478
PLN	1	0.211	-0.517	4.34122203998184e-05
ASF1A	1	0.088	-0.515	0.00283674427305881
MAN1A1	1	0.107	-0.323	0.0473301606482382
GJA1	1	0.546	-0.529	5.4230680909794e-06
HSF2	2	-0.652	-0.167	0.0456196825842882
HDDC2	2	-0.687	-0.167	0.0427871445480883
HEY2	2	-0.313	0.431	0.0417443255901793
NCOA7	2	-0.532	0.16	0.000444815289777437
HINT3	2	-0.727	0.174	1.39123787853345e-05
RSPO3	1	0.088	-0.302	0.0297040797696686
THEMIS	1	0.283	-0.344	0.00348444349310466
ARHGAP18	1	0.149	-0.436	0.00281667780935295
SAMD3	1	0.254	-0.256	0.0164890367167585
TMEM200A	1	0.173	-0.205	0.0458940571638569
ENPP3	2	-0.335	0.33	0.00391655662763902
OR2A4	2	-0.461	0.225	0.00103215580657101
CTAGE9	2	-0.311	0.1	0.0364839770108577
ENPP1	2	-0.422	0.132	0.0100622254935395
TAAR9	2	-0.255	0.192	0.0388101191125479
VNN2	2	-0.295	0.251	0.0154227161473256
SLC18B1	2	-0.263	0.184	0.037808040523181
RPS12	2	-0.84	0.554	1.15537363428589e-09
EYA4	1	0.334	-0.203	0.00855596301814237
SGK1	1	0.094	-0.464	0.0036393271366944
ALDH8A1	1	0.225	-0.403	0.00499092400351942
AHI1	1	-0.069	-0.481	0.0399438058397577
LINC00271	1	-0.078	-0.504	0.0380522377505079
PEX7	2	-0.675	-0.056	0.0249733032932098
IFNGR1	1	0.13	-0.598	0.000544590392194045
PERP	2	-0.587	0.253	5.68754767687433e-05
HEBP2	2	-0.711	-0.037	0.00365731756131602
NHSL1	2	-0.904	0.449	6.24022353861122e-09
CCDC28A	2	-0.693	0.173	0.000114276457287755
REPS1	2	-0.952	0.256	6.93932957951577e-05
ABRACL	2	-0.657	0.189	8.93225101780649e-05
ZC2HC1B	1	0.136	-0.339	0.00881606550751911
SF3B5	2	-0.645	0.168	0.00364312489143158
EPM2A	2	-0.833	0.248	1.36544405478095e-06
RAB32	2	-0.633	0.195	0.00285882790751806
STXBP5	2	-0.394	0.027	0.0305897759903894
SASH1	2	-0.642	0.261	4.62177141418428e-06
ZC3H12D	1	0.147	-0.424	0.00198332818109213
GINM1	1	-0.085	-0.608	0.0224596681551626
PCMT1	1	0.091	-0.626	0.00358396238850945
RAET1G	2	-0.287	0.201	0.0461227163148083
RAET1K	1	0.281	-0.343	0.0106784164724552
PPP1R14C	1	0.279	-0.385	0.000275998049703509
AKAP12	1	-0.014	-0.604	0.00662434889526186
RMND1	2	-0.523	-0.038	0.0399764485347564
ESR1	1	0.297	-0.514	7.73738438498616e-05
MYCT1	1	0.356	-0.241	0.00610100919629526
FBXO5	1	0.087	-0.454	0.011208358892428
MTRF1L	1	-0.121	-0.565	0.0461445038106421
IPCEF1	1	0.236	-0.357	0.00237259346695056
CNKSR3	2	-0.66	0.075	0.00119018048364565
TIAM2	1	0.315	-0.256	0.00551749352107707
SYNJ2	1	0.263	-0.463	0.00124321455665027
GTF2H5	1	0.256	-0.781	1.13184074736962e-05
EZR	1	0.206	-0.458	0.00755426661063576
FNDC1	1	0.365	-0.408	0.00174210571009932
SOD2	1	0.153	-0.61	0.000106639077395905
ACAT2	1	0.275	-0.714	4.94724463370044e-07
SLC22A1	2	-0.379	0.07	0.0301750732938656
AGPAT4	1	0.466	-0.467	1.52197855521579e-05
PACRG	2	-0.534	0.368	5.58297891351637e-05
PDE10A	1	0.09	-0.437	0.0113412664048199
LINC00473	2	-0.584	0.413	2.30080969193202e-06
RPS6KA2	1	0.182	-0.309	0.0141695565016726
GPR31	1	0.417	-0.37	0.00154232659830971
KIF25	2	-0.53	0.379	0.00025203795061089
SMOC2	1	0.183	-0.327	0.00638857295091846
THBS2	1	0.455	-0.556	1.61006690864878e-07
DLL1	1	0.214	-0.335	0.0039690981229388
PSMB1	1	-0.09	-0.656	0.0205133873219801
PDCD2	2	-0.721	0.038	0.00137438736448543
PDGFA	1	0.414	-0.197	0.0119335706584681
PRKAR1B	1	0.506	-0.269	0.00165076950530145
ZFAND2A	1	0.384	-0.188	0.018303639217597
MICALL2	1	0.524	-0.466	1.76799935390543e-06
INTS1	2	-0.212	0.399	0.00799314605750204
MAFK	2	-0.228	0.409	0.00899370524721492
PSMG3	1	0.533	-0.399	3.25321975059144e-05
ELFN1	1	0.836	-0.619	5.76657363148878e-13
MAD1L1	1	0.623	-0.368	1.79430330833711e-05
FTSJ2	1	0.783	-0.171	0.00406901821417707
SNX8	1	0.372	-0.123	0.0404805771052744
LFNG	1	0.459	-0.306	0.00119471801500754
IQCE	1	0.612	-0.309	0.000118560507853981
TTYH3	1	0.556	-0.421	8.94345481408664e-06
AMZ1	1	0.36	-0.362	0.000689821252268049
CARD11	1	0.679	-0.642	1.08790520539247e-09
SDK1	2	-0.172	0.464	0.0223239649559104
RADIL	2	-0.576	0.678	2.64019576660889e-08
RBAK	1	0.283	-0.258	0.0193707605463227
RNF216P1	2	-0.373	0.65	3.31671227131463e-05
WIPI2	2	-0.27	0.506	0.00153604647895301
SLC29A4	1	0.544	-0.471	3.15100840415027e-06
TNRC18	1	0.634	-0.385	7.15221749894387e-06
ACTB	1	0.266	-0.19	0.0397801312513282
CYTH3	1	0.655	-0.235	0.00110188155378744
DAGLB	1	0.662	-0.422	2.86162285207047e-06
KDELR2	1	0.703	-0.383	9.24014973747909e-06
ZNF853	2	-0.586	0.625	8.97765838884425e-10
RSPH10B2	2	-0.395	0.443	0.000117053441311369
GLCCI1	1	0.376	-0.409	0.000193389231123711
THSD7A	1	0.182	-0.232	0.0497075036475055
SCIN	2	-0.287	0.297	0.00606116299860478
ARL4A	2	-0.214	0.217	0.0486790463645059
ETV1	2	-0.356	0.347	0.00118884276342577
ISPD	2	-0.578	0.532	1.94677418191041e-08
SOSTDC1	2	-0.394	0.352	0.000324140577809188
ANKMY2	2	-0.253	0.357	0.00577671406528088
AHR	1	0.247	-0.314	0.0100778385247538
ITGB8	1	0.414	-0.32	0.00303794501243827
CDCA7L	2	-0.578	0.621	6.48190413151154e-10
STEAP1B	2	-0.533	0.541	2.70423279077869e-07
IL6	1	0.293	-0.354	0.00191527780663144
TOMM7	2	-0.408	0.778	0.000118073345719112
GPNMB	1	0.623	-0.364	9.06196960207488e-05
MALSU1	1	0.858	-0.463	1.04516860155662e-06
IGF2BP3	1	0.46	-0.429	0.000173246314061335
TRA2A	1	0.458	-0.491	6.06832492514455e-06
MPP6	1	0.339	-0.276	0.00682956469493488
OSBPL3	1	0.481	-0.49	7.5367605807341e-06
CYCS	1	0.384	-0.25	0.00631922316693282
HNRNPA2B1	1	0.25	-0.277	0.0148246579706072
CBX3	1	0.365	-0.321	0.00155107457035081
TRIL	1	0.345	-0.41	0.000264043925838561
CPVL	1	0.661	-0.57	1.48761454348767e-09
CHN2	1	0.196	-0.235	0.0418293136167605
WIPF3	2	-0.362	0.307	0.00135878852241341
SCRN1	2	-0.336	0.426	0.00088148928979252
PLEKHA8	2	-0.314	0.337	0.00244241846146968
NOD1	2	-0.446	0.492	2.52036243094099e-05
AQP1	1	0.19	-0.241	0.0468336331685123
PDE1C	1	0.3	-0.25	0.0242778416824137
LSM5	2	-0.42	0.561	6.90151463849265e-06
KBTBD2	1	0.436	-0.274	0.00205127049654142
FKBP9	2	-0.297	0.591	0.000304206853936432
RP9	2	-0.15	0.328	0.0341729536698009
DPY19L1	1	0.37	-0.35	0.000969140765522737
HERPUD2	1	0.325	-0.2	0.0356003488804275
SEPT7	1	0.549	-0.435	9.24665666828881e-06
EEPD1	1	0.336	-0.245	0.00789650167018845
KIAA0895	2	-0.365	0.484	0.000656513751463964
ANLN	1	0.368	-0.403	0.000212427886481244
AOAH	1	0.238	-0.323	0.00877259551702163
ELMO1	1	0.278	-0.374	0.00193663632093405
EPDR1	1	0.396	-0.503	1.90853622509334e-05
GPR141	1	0.226	-0.328	0.00899193613506368
NME8	1	0.169	-0.297	0.0291576907793976
CDK13	1	0.54	-0.445	1.18310791767164e-05
MPLKIP	2	-0.117	0.455	0.0246888858219099
MRPL32	1	0.324	-0.201	0.0180027055287049
PSMA2	1	0.43	-0.272	0.00183376813273627
STK17A	1	0.316	-0.367	0.0013070535572739
COA1	1	0.444	-0.278	0.00216383533718772
MRPS24	2	-0.19	0.451	0.0139677765205489
POLR2J4	2	-0.21	0.359	0.00985715481634306
LINC00957	2	-0.272	0.303	0.00755037493974003
POLM	2	-0.151	0.456	0.0164979482062544
OGDH	1	0.646	-0.193	0.002448737076589
H2AFV	1	0.479	-0.373	0.000104401454018678
PURB	1	0.264	-0.207	0.0378516979562347
MYO1G	1	0.477	-0.505	1.04963221648854e-06
SNHG15	1	0.576	-0.236	0.00126383292738038
ADCY1	1	0.357	-0.449	8.72218133704682e-05
SEPT7P2	1	0.281	-0.265	0.0137543798914948
HUS1	1	0.418	-0.295	0.0012340052757781
SUN3	2	-0.36	0.423	0.000224547255397994
VWC2	1	0.245	-0.277	0.01260113589032
IKZF1	1	0.263	-0.347	0.00351488959235036
GRB10	1	0.41	-0.329	0.000943784522968173
VOPP1	1	0.555	-0.496	1.34826835711345e-07
GBAS	1	0.358	-0.215	0.0162604852449869
PSPH	1	0.847	-0.402	2.52901726008787e-06
SUMF2	1	0.924	-0.611	2.97220959909615e-12
CHCHD2	1	0.629	-0.145	0.00668681895272427
ZNF727	2	-0.432	0.36	0.000148403177132672
ZNF680	1	0.267	-0.282	0.0117781110058863
ZNF92	1	0.264	-0.209	0.0338652811724467
VKORC1L1	1	0.638	-0.427	2.65110689073871e-06
GUSB	1	0.72	-0.526	1.72911546696365e-08
CRCP	1	0.364	-0.225	0.0103980506812347
KCTD7	2	-0.278	0.437	0.00393537705372475
AUTS2	1	0.542	-0.322	0.000380215621114622
WBSCR17	1	0.215	-0.247	0.0303690641215837
NCF1B	1	0.199	-0.26	0.0340254923308497
TRIM50	2	-0.253	0.269	0.0159635185795242
BAZ1B	1	0.589	-0.406	2.53872573621169e-05
TBL2	1	0.722	-0.499	1.87908036368107e-08
VPS37D	2	-0.438	0.471	4.9510278321309e-05
WBSCR22	1	0.484	-0.318	0.0002804584635807
STX1A	2	-0.276	0.315	0.00656068279307683
ABHD11	1	0.42	-0.196	0.0119781560079359
CLDN4	1	0.264	-0.33	0.00503764776206473
WBSCR27	2	-0.43	0.357	0.000170331461294648
LIMK1	2	-0.162	0.288	0.0494967808525942
LAT2	1	0.35	-0.392	0.000385348068716619
RFC2	1	0.801	-0.533	1.7687157056807e-09
GTF2IRD1	2	-0.355	0.423	0.000210884374728609
NCF1	1	0.242	-0.273	0.0167327288785902
HIP1	1	0.831	-0.603	1.27523078010648e-11
CCL26	1	0.672	-0.189	0.0462388878117491
CCL24	1	0.321	-0.324	0.00228869410478033
POR	1	0.569	-0.475	7.03117570527549e-07
STYXL1	2	-0.341	0.573	7.12872271113215e-05
HSPB1	2	-0.407	0.43	6.94449722390958e-05
YWHAG	1	0.434	-0.246	0.00239057313533609
CCDC146	1	0.284	-0.305	0.0106191953302534
POMZP3	2	-0.267	0.348	0.00916630593142522
FGL2	1	0.203	-0.234	0.0398785800534978
PTPN12	1	0.334	-0.338	0.00191543294032702
PHTF2	1	0.246	-0.239	0.0281982478655878
SEMA3C	2	-0.27	0.288	0.0112372766237643
CACNA2D1	1	0.408	-0.364	0.000761472307229235
PCLO	2	-0.238	0.279	0.02035739131893
SEMA3E	1	0.382	-0.285	0.0129015007766843
TMEM243	2	-0.261	0.307	0.00924193107715031
CROT	2	-0.302	0.287	0.00729000320597692
ABCB4	1	0.358	-0.413	0.000207329908172578
ABCB1	1	0.229	-0.21	0.0455062241627448
DBF4	1	0.219	-0.252	0.031386452002381
ADAM22	1	0.308	-0.349	0.00173163760602181
STEAP1	2	-0.629	0.593	5.45504296137549e-10
STEAP2	2	-0.275	0.233	0.0184756066054439
GTPBP10	1	0.398	-0.302	0.0027212858308148
CLDN12	1	0.325	-0.267	0.0109958280600758
FZD1	1	0.368	-0.274	0.00474828348332258
AKAP9	1	0.312	-0.34	0.00362611840973415
CYP51A1	1	0.538	-0.536	6.64302143670055e-08
GATAD1	1	0.427	-0.282	0.00239228650922247
RBM48	1	0.359	-0.268	0.0068055443739233
SAMD9	1	0.303	-0.329	0.00295156065439752
SAMD9L	1	0.317	-0.378	0.00100873476939179
CCDC132	1	0.278	-0.222	0.0345684104331423
CALCR	1	0.367	-0.389	0.000265669481879933
PEG10	2	-0.214	0.327	0.0171526980288063
PON3	2	-0.335	0.384	0.00140602567867653
PDK4	2	-0.353	0.348	0.000962265164404482
SLC25A13	1	0.498	-0.182	0.00857240433059342
SHFM1	1	0.291	-0.201	0.0264342265018937
BHLHA15	1	0.295	-0.317	0.00377775774023663
TECPR1	2	-0.381	0.43	9.33141636306123e-05
BRI3	2	-0.133	0.331	0.0441581345953112
NPTX2	1	0.449	-0.346	0.000566720905424756
SMURF1	2	-0.368	0.5	0.000100151648006728
TRRAP	1	0.491	-0.137	0.0157363629813427
ARPC1A	2	-0.234	0.583	0.000994732374858342
ARPC1B	1	0.466	-0.381	7.64890208231073e-05
PDAP1	1	0.474	-0.261	0.00222532738736719
PTCD1	2	-0.214	0.321	0.0136899340456162
CPSF4	2	-0.195	0.317	0.022782844267579
ZNF789	2	-0.371	0.355	0.000593809470940129
ZNF394	2	-0.413	0.48	1.39826759479029e-05
ZKSCAN5	1	0.314	-0.168	0.0396967925098484
CYP3A4	1	0.246	-0.245	0.0247316655860276
OR2AE1	1	0.235	-0.302	0.0115550385578432
AZGP1	2	-0.667	0.665	6.46471668923785e-12
ZSCAN21	2	-0.201	0.39	0.0103142600576056
ZNF3	2	-0.21	0.365	0.0110235178440219
AP4M1	2	-0.363	0.552	0.000100440155274433
TAF6	2	-0.407	0.496	2.52911889453695e-05
CNPY4	2	-0.35	0.355	0.00108752275594326
GPC2	2	-0.305	0.26	0.00876041784416395
GATS	2	-0.304	0.269	0.00828921956958272
PVRIG	1	0.289	-0.324	0.00418422826538217
SPDYE3	2	-0.378	0.459	5.98097228001727e-05
ZCWPW1	2	-0.501	0.631	1.35664905576495e-07
